Aircraft.Category,Make,Model,Injury.Severity,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Aircraft.damage,Number.of.Engines,Engine.Type,Weather.Condition,Broad.phase.of.flight
Airplane,Cessna,140,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,401B,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,2.0,Reciprocating,IMC,Landing
Airplane,Bellanca,17-30A,Non-Fatal,0.0,0.0,1.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Cessna,R172K,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Takeoff
Airplane,Navion,A,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Beech,19,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Cessna,180,Fatal(3),3.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Unknown
Airplane,Cessna,172,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Cessna,152,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,150L,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Piper,PA-24-180,Incident,0.0,0.0,0.0,1.0,Minor,1.0,Reciprocating,VMC,Approach
Airplane,Grumman,AA-5B,Fatal(2),2.0,1.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Descent
Airplane,Cessna,414A,Fatal(8),8.0,0.0,0.0,0.0,Destroyed,2.0,Reciprocating,IMC,Approach
Airplane,Beechcraft,BE-58,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,2.0,Reciprocating,IMC,Approach
Airplane,Maule,M-5-235C,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,210L,Non-Fatal,0.0,0.0,1.0,1.0,Substantial,1.0,Reciprocating,VMC,Descent
Airplane,Bellanca,7GCBC,Non-Fatal,0.0,0.0,2.0,0.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,182,Non-Fatal,0.0,0.0,2.0,0.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Air Tractor,AT-301,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-28-161,Fatal(4),4.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Piper,PA-34-200T,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,2.0,Reciprocating,VMC,Cruise
Airplane,Cessna,T337G,Fatal(2),2.0,2.0,0.0,0.0,Destroyed,2.0,Reciprocating,IMC,Cruise
Airplane,Piper,PA-28R-200,Non-Fatal,0.0,0.0,2.0,0.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,206,Fatal(1),1.0,0.0,1.0,0.0,Destroyed,1.0,Reciprocating,VMC,Taxi
Airplane,Navion,A,Fatal(3),3.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Piper,PA-22,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Piper,PA-31,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,2.0,Reciprocating,VMC,Approach
Airplane,Rockwell,114,Incident,0.0,0.0,0.0,1.0,Minor,1.0,Reciprocating,VMC,Cruise
Airplane,Piper,PA-24-250,Non-Fatal,0.0,1.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Descent
Airplane,Piper,PA-28R-200,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,TR182,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Cessna,A185F,Non-Fatal,0.0,2.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,340,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,2.0,Reciprocating,VMC,Approach
Airplane,Beech,35,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Climb
Airplane,Cessna,152,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Mooney,M-20J,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Boeing,A75,Non-Fatal,0.0,1.0,0.0,1.0,Substantial,1.0,Reciprocating,IMC,Cruise
Airplane,Cessna,210,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Beech,V35,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Curtis,C46,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,2.0,Reciprocating,VMC,Standing
Airplane,Cessna,172M,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Approach
Airplane,Piper,PA-28-140,Fatal(1),1.0,1.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,TU206G,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,152,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Piper,PA-24-250,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,172N,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,152,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,P210N,Non-Fatal,0.0,1.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,172,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Piper,PA-34,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,2.0,Reciprocating,VMC,Taxi
Airplane,Cessna,305 (L-19),Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,182A,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Piper,PA-23-250,Non-Fatal,0.0,2.0,0.0,0.0,Destroyed,2.0,Reciprocating,UNK,Approach
Airplane,Cessna,172N,Non-Fatal,0.0,0.0,0.0,4.0,Destroyed,1.0,Reciprocating,VMC,Landing
Airplane,Piper,23-250,Non-Fatal,0.0,0.0,0.0,2.0,Destroyed,2.0,Reciprocating,IMC,Takeoff
Airplane,Mooney,M20G,Fatal(1),1.0,1.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,TU206F,Non-Fatal,0.0,0.0,4.0,0.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Quickie,1,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,U206,Non-Fatal,0.0,0.0,3.0,0.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Piper,PA-28-140,Non-Fatal,0.0,1.0,1.0,0.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,210N,Fatal(4),4.0,1.0,1.0,0.0,Destroyed,1.0,Reciprocating,IMC,Takeoff
Airplane,Cessna,180,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,310L,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,2.0,Reciprocating,VMC,Landing
Airplane,Embraer,EMB-110P1,Incident,0.0,0.0,0.0,2.0,Minor,2.0,Turbo Prop,VMC,Taxi
Airplane,Cessna,414,Non-Fatal,0.0,0.0,3.0,0.0,Destroyed,2.0,Reciprocating,UNK,Descent
Airplane,Beech,P35,Non-Fatal,0.0,1.0,0.0,1.0,Substantial,1.0,Reciprocating,IMC,Descent
Airplane,Grumman,AA5B,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Descent
Airplane,Piper,PA-28R-201T,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Beech,A23-24,Non-Fatal,0.0,0.0,0.0,4.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-31-350,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,2.0,Reciprocating,IMC,Approach
Airplane,Cessna,T210N,Fatal(3),3.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Climb
Airplane,Cessna,172,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,140,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Swearingen,SA 226-TC,Non-Fatal,0.0,1.0,2.0,12.0,Substantial,2.0,Turbo Prop,VMC,Takeoff
Airplane,Beech,C-45H,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,2.0,Reciprocating,VMC,Landing
Airplane,De Havilland,DHC-2-MK3,Non-Fatal,0.0,0.0,0.0,4.0,Substantial,1.0,Turbo Prop,VMC,Landing
Airplane,Cessna,150M,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Go-around
Airplane,Cessna,150M,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Takeoff
Airplane,Bede Aircraft,BD-5B,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,182P,Non-Fatal,0.0,0.0,1.0,0.0,Destroyed,1.0,Reciprocating,VMC,Other
Airplane,Convair,440,Non-Fatal,0.0,0.0,2.0,1.0,Destroyed,2.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-31,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,2.0,Reciprocating,VMC,Approach
Airplane,Piper,PA-31T,Non-Fatal,0.0,0.0,3.0,0.0,Destroyed,2.0,Turbo Prop,VMC,Maneuvering
Airplane,Beech,F50,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,2.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,150,Non-Fatal,0.0,0.0,1.0,1.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,180E,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,170B,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Beech,C23,Non-Fatal,0.0,2.0,2.0,0.0,Destroyed,1.0,Reciprocating,VMC,Descent
Airplane,Cessna,172M,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Piper,PA-28-180,Fatal(3),3.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Cessna,180K,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,210L,Fatal(4),4.0,0.0,0.0,0.0,Substantial,1.0,Reciprocating,IMC,Approach
Airplane,Mooney,M20F,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Beech,G35,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Maneuvering
Airplane,Cessna,177B,Fatal(1),1.0,2.0,0.0,0.0,Destroyed,1.0,Reciprocating,UNK,Cruise
Airplane,Grumman,AA5A,Fatal(3),3.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Approach
Airplane,Swearingen,SA226-T(B),Fatal(3),3.0,0.0,0.0,0.0,Destroyed,2.0,Turbo Prop,IMC,Approach
Airplane,De Havilland,DHC-6-300,Incident,0.0,0.0,0.0,1.0,Minor,2.0,Turbo Prop,IMC,Descent
Airplane,Piper,AEROSTAR 601P,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,2.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,182P,Non-Fatal,0.0,0.0,1.0,1.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,177RG,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Climb
Airplane,Beachner,QUICK SILVER,Non-Fatal,0.0,0.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Climb
Airplane,Cessna,182E,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,150H,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,340A,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,2.0,Reciprocating,UNK,Cruise
Airplane,Piper,PA-38-112,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Canadair,CL-44D4,Non-Fatal,0.0,0.0,0.0,6.0,Substantial,4.0,Turbo Prop,VMC,Landing
Airplane,Piper,PA-32,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-31-350,Incident,0.0,0.0,0.0,2.0,Minor,2.0,Reciprocating,VMC,Takeoff
Airplane,Beech,58,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,2.0,Reciprocating,IMC,Cruise
Airplane,Cessna,182N,Fatal(3),3.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Descent
Airplane,Piper,PA-23-250,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,2.0,Reciprocating,IMC,Approach
Airplane,Cessna,210,Fatal(1),1.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,P210N,Fatal(4),4.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Cessna,402A,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,2.0,Reciprocating,IMC,Approach
Airplane,Douglas,DC-3,Non-Fatal,0.0,0.0,2.0,0.0,Destroyed,2.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-23-250,Non-Fatal,0.0,1.0,2.0,0.0,Destroyed,2.0,Reciprocating,IMC,Maneuvering
Airplane,Piper,PA-28-235,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Grumman,AA-1,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Takeoff
Airplane,Piper,PA-32,Non-Fatal,0.0,1.0,3.0,0.0,Destroyed,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,207,Non-Fatal,0.0,0.0,1.0,0.0,Destroyed,1.0,Reciprocating,VMC,Landing
Airplane,Mooney,M-20,Non-Fatal,0.0,0.0,0.0,4.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Air Tractor,301,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Sons Mustang,II,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Unknown
Airplane,Cessna,172M,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,172,Fatal(1),1.0,1.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Approach
Airplane,Mooney,M20C,Fatal(2),2.0,0.0,4.0,0.0,Destroyed,1.0,Reciprocating,VMC,Unknown
Airplane,Grumman,G-164A,Non-Fatal,0.0,0.0,0.0,1.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Mcdonnell Douglas,DC-10-30,Fatal(2),2.0,4.0,24.0,182.0,Destroyed,3.0,Turbo Fan,IMC,Landing
Airplane,Beech,A23A,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Piper,PA-32-300,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,150M,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Piper,PA-34-200T,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,2.0,Reciprocating,VMC,Approach
Airplane,Piper,PA-28-235,Fatal(2),2.0,0.0,4.0,0.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,150H,Non-Fatal,0.0,1.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-38-112,Non-Fatal,0.0,0.0,1.0,1.0,Substantial,1.0,Reciprocating,VMC,Go-around
Airplane,Robertson,C-402B,Fatal(7),7.0,0.0,0.0,0.0,Destroyed,2.0,Reciprocating,VMC,Approach
Airplane,Cessna,172,Non-Fatal,0.0,0.0,2.0,0.0,Substantial,1.0,Reciprocating,UNK,Approach
Airplane,Cessna,172,Non-Fatal,0.0,0.0,0.0,4.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,172RG,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Standing
Airplane,Cessna,177,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Descent
Airplane,Cessna,182M,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,UNK,Cruise
Airplane,Cessna,152II,Non-Fatal,0.0,0.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Descent
Airplane,Cessna,A188B,Non-Fatal,0.0,1.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Piper,PA-28-140,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,172N,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Bellanca,7GCBC,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,152,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,172N,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Aeronca,7BCM,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-38-112,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Piper,28-151,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Cessna,340A,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,2.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,172H,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Mooney,M20C,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,A185F,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-32-260,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,172N,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Cessna,150,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Maneuvering
Airplane,Cessna,172,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Piper,PA-28R-201T,Incident,0.0,0.0,0.0,1.0,Minor,1.0,Reciprocating,VMC,Landing
Airplane,Mooney,M20J,Non-Fatal,0.0,0.0,0.0,4.0,Destroyed,1.0,Reciprocating,VMC,Climb
Airplane,Cessna,TR182,Fatal(1),1.0,0.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Aeronca,7AC,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Cessna,177B,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,172,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,172,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,182L,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,172N,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,172P,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,IMC,Landing
Airplane,Piper,PA-22,Non-Fatal,0.0,0.0,1.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Beech,36,Non-Fatal,0.0,1.0,0.0,1.0,Substantial,1.0,Reciprocating,IMC,Cruise
Airplane,Cessna,152,Non-Fatal,0.0,0.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-28-161,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Approach
Airplane,Cessna,180K,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,152,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-22,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Beech,99,Non-Fatal,0.0,5.0,2.0,0.0,Destroyed,2.0,Turbo Prop,IMC,Approach
Airplane,Cessna,172,Non-Fatal,0.0,1.0,1.0,0.0,Destroyed,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,182,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Maneuvering
Airplane,Bellanca,7ECA,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,TR182,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,P206,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Grumman,1159,Non-Fatal,0.0,0.0,0.0,4.0,Substantial,2.0,Turbo Jet,VMC,Landing
Airplane,Piper,PA-32,Non-Fatal,0.0,1.0,0.0,0.0,Substantial,1.0,Reciprocating,IMC,Cruise
Airplane,Cessna,150G,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Unknown
Airplane,Cessna,U206G,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,T210N,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Smith Miniplane,BK-1,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Mooney,M20J,Fatal(1),1.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Climb
Airplane,Mitsubishi,MU2B-40,Non-Fatal,0.0,0.0,6.0,0.0,Destroyed,2.0,Turbo Prop,IMC,Landing
Airplane,Mcdonnell-douglas,DC-10-10,Non-Fatal,0.0,1.0,0.0,154.0,Minor,3.0,Turbo Fan,IMC,Takeoff
Airplane,Cessna,150J,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Maneuvering
Airplane,Taylorcraft,F19,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Ted Smith,AEROSTAR 600,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,2.0,Reciprocating,IMC,Approach
Airplane,Bellanca,7KCAB,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-28,Fatal(2),2.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Piper,PA-32R-300,Fatal(4),4.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,IMC,Cruise
Airplane,Piper,PA-28-140,Non-Fatal,0.0,1.0,1.0,0.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,T210L,Non-Fatal,0.0,1.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Climb
Airplane,Boeing,A75N1,Non-Fatal,0.0,0.0,0.0,3.0,Minor,1.0,Reciprocating,VMC,Taxi
Airplane,Piper,PA-31,Non-Fatal,0.0,2.0,0.0,0.0,Destroyed,2.0,Reciprocating,IMC,Unknown
Airplane,Bellanca,7KCAB,Non-Fatal,0.0,0.0,0.0,3.0,Minor,1.0,Reciprocating,VMC,Standing
Airplane,Taylorcraft,BC12-D,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Piper,PA-28-140,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,180,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Piper,PA-28-181,Non-Fatal,0.0,0.0,0.0,3.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Ercoupe,415-C,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,2.0,Reciprocating,VMC,Approach
Airplane,Cessna,182H,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,150,Non-Fatal,0.0,0.0,2.0,0.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-24-180,Fatal(8),8.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Cessna,182B,Fatal(8),8.0,0.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Cruise
Airplane,Piper,PA-28-140,Non-Fatal,0.0,4.0,0.0,0.0,Destroyed,1.0,Reciprocating,VMC,Landing
Airplane,Rockwell Comdr,112TCA,Non-Fatal,0.0,1.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Piper,PA-28-180,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Cessna,172N,Non-Fatal,0.0,0.0,0.0,5.0,Substantial,1.0,Reciprocating,VMC,Landing
Airplane,Piper,PA-38,Non-Fatal,0.0,0.0,0.0,1.0,Substantial,1.0,Reciprocating,VMC,Takeoff
Airplane,Cessna,177RG,Non-Fatal,0.0,0.0,0.0,2.0,Substantial,1.0,Reciprocating,VMC,Taxi
Airplane,Cessna,C-172,Non-Fatal,0.0,0.0,1.0,0.0,Destroyed,1.0,Reciprocating,VMC,Climb
Airplane,Piper,PA-18A-150,Fatal(1),1.0,0.0,0.0,0.0,Substantial,1.0,Reciprocating,VMC,Takeoff
